Total Lengths per Chromosome:
Chromosome: PYGN01006491.1, Total Length: 12493
Chromosome: PYGN01004711.1, Total Length: 24592
Chromosome: PYGN01021125.1, Total Length: 1315
Chromosome: PYGN01008906.1, Total Length: 7468
Chromosome: PYGN01000903.1, Total Length: 574737
Chromosome: PYGN01014691.1, Total Length: 2855
Chromosome: PYGN01012193.1, Total Length: 4016
Chromosome: PYGN01002513.1, Total Length: 65337
Chromosome: PYGN01011303.1, Total Length: 3687
Chromosome: PYGN01007463.1, Total Length: 7897
Chromosome: PYGN01005865.1, Total Length: 13294
Chromosome: PYGN01024265.1, Total Length: 1754
Chromosome: PYGN01005602.1, Total Length: 11218
Chromosome: PYGN01018281.1, Total Length: 1842
Chromosome: PYGN01012445.1, Total Length: 3724
Chromosome: PYGN01005023.1, Total Length: 9884
Chromosome: PYGN01006816.1, Total Length: 8113
Chromosome: PYGN01021294.1, Total Length: 1337
Chromosome: PYGN01001051.1, Total Length: 466207
Chromosome: PYGN01023693.1, Total Length: 1184
Chromosome: PYGN01003026.1, Total Length: 36493
Chromosome: PYGN01004759.1, Total Length: 10417
Chromosome: PYGN01007917.1, Total Length: 9756
Chromosome: PYGN01021140.1, Total Length: 1176
Chromosome: PYGN01005701.1, Total Length: 10058
Chromosome: PYGN01003505.1, Total Length: 22260
Chromosome: PYGN01019641.1, Total Length: 3773
Chromosome: PYGN01012874.1, Total Length: 1067
Chromosome: PYGN01018956.1, Total Length: 2095
Chromosome: PYGN01002530.1, Total Length: 103028
Chromosome: PYGN01014896.1, Total Length: 3280
Chromosome: PYGN01008285.1, Total Length: 6882
Chromosome: PYGN01009828.1, Total Length: 4991
Chromosome: PYGN01023770.1, Total Length: 1127
Chromosome: PYGN01013486.1, Total Length: 3874
Chromosome: PYGN01010503.1, Total Length: 7384
Chromosome: PYGN01001782.1, Total Length: 175602
Chromosome: PYGN01004289.1, Total Length: 4413
Chromosome: PYGN01020706.1, Total Length: 1227
Chromosome: PYGN01019395.1, Total Length: 2617
Chromosome: PYGN01022850.1, Total Length: 1096
Chromosome: PYGN01017961.1, Total Length: 2219
Chromosome: PYGN01003576.1, Total Length: 18609
Chromosome: PYGN01014381.1, Total Length: 3528
Chromosome: PYGN01007139.1, Total Length: 10774
Chromosome: PYGN01005651.1, Total Length: 8892
Chromosome: PYGN01008575.1, Total Length: 3853
Chromosome: PYGN01005419.1, Total Length: 11477
Chromosome: PYGN01010606.1, Total Length: 9337
Chromosome: PYGN01001527.1, Total Length: 288779
Chromosome: PYGN01021014.1, Total Length: 1344
Chromosome: PYGN01024584.1, Total Length: 1314
Chromosome: PYGN01022424.1, Total Length: 1117
Chromosome: PYGN01023703.1, Total Length: 1214
Chromosome: PYGN01001774.1, Total Length: 269090
Chromosome: PYGN01022228.1, Total Length: 1472
Chromosome: PYGN01002587.1, Total Length: 60256
Chromosome: PYGN01000333.1, Total Length: 552371
Chromosome: PYGN01010386.1, Total Length: 9403
Chromosome: PYGN01001784.1, Total Length: 162474
Chromosome: PYGN01006569.1, Total Length: 10615
Chromosome: PYGN01003272.1, Total Length: 30077
Chromosome: PYGN01010844.1, Total Length: 5772
Chromosome: PYGN01004829.1, Total Length: 23622
Chromosome: PYGN01004113.1, Total Length: 26631
Chromosome: PYGN01007084.1, Total Length: 8919
Chromosome: PYGN01009467.1, Total Length: 6557
Chromosome: PYGN01022033.1, Total Length: 1536
Chromosome: PYGN01009046.1, Total Length: 5272
Chromosome: PYGN01024194.1, Total Length: 1434
Chromosome: PYGN01019781.1, Total Length: 1551
Chromosome: PYGN01013207.1, Total Length: 2361
Chromosome: PYGN01009732.1, Total Length: 4471
Chromosome: PYGN01004316.1, Total Length: 17768
Chromosome: PYGN01011791.1, Total Length: 8240
Chromosome: PYGN01010719.1, Total Length: 5332
Chromosome: PYGN01012651.1, Total Length: 5623
Chromosome: PYGN01017771.1, Total Length: 9004
Chromosome: PYGN01008471.1, Total Length: 13752
Chromosome: PYGN01012001.1, Total Length: 5803
Chromosome: PYGN01022069.1, Total Length: 1726
Chromosome: PYGN01002789.1, Total Length: 40972
Chromosome: PYGN01014655.1, Total Length: 2978
Chromosome: PYGN01002885.1, Total Length: 30846
Chromosome: PYGN01006389.1, Total Length: 8775
Chromosome: PYGN01012761.1, Total Length: 3108
Chromosome: PYGN01013643.1, Total Length: 2198
Chromosome: PYGN01018882.1, Total Length: 1129
Chromosome: PYGN01015597.1, Total Length: 3593
Chromosome: PYGN01019153.1, Total Length: 1224
Chromosome: PYGN01000030.1, Total Length: 3030476
Chromosome: PYGN01013418.1, Total Length: 1205
Chromosome: PYGN01013797.1, Total Length: 3924
Chromosome: PYGN01023217.1, Total Length: 1530
Chromosome: PYGN01017401.1, Total Length: 3082
Chromosome: PYGN01012722.1, Total Length: 3349
Chromosome: PYGN01021069.1, Total Length: 9235
Chromosome: PYGN01017116.1, Total Length: 4218
Chromosome: PYGN01010031.1, Total Length: 5293
Chromosome: PYGN01001645.1, Total Length: 157990
Chromosome: PYGN01023036.1, Total Length: 1107
Chromosome: PYGN01008798.1, Total Length: 8860
Chromosome: PYGN01023237.1, Total Length: 1631
Chromosome: PYGN01003575.1, Total Length: 40188
Chromosome: PYGN01016255.1, Total Length: 6732
Chromosome: PYGN01006317.1, Total Length: 6598
Chromosome: PYGN01022598.1, Total Length: 1315
Chromosome: PYGN01002551.1, Total Length: 58369
Chromosome: PYGN01007794.1, Total Length: 8123
Chromosome: PYGN01013760.1, Total Length: 8465
Chromosome: PYGN01004161.1, Total Length: 23612
Chromosome: PYGN01022907.1, Total Length: 914
Chromosome: PYGN01012805.1, Total Length: 2279
Chromosome: PYGN01004844.1, Total Length: 14148
Chromosome: PYGN01007859.1, Total Length: 5421
Chromosome: PYGN01013446.1, Total Length: 5695
Chromosome: PYGN01017679.1, Total Length: 4318
Chromosome: PYGN01017765.1, Total Length: 6049
Chromosome: PYGN01010613.1, Total Length: 3185
Chromosome: PYGN01006827.1, Total Length: 18184
Chromosome: PYGN01021562.1, Total Length: 2040
Chromosome: PYGN01004523.1, Total Length: 11398
Chromosome: PYGN01023922.1, Total Length: 1210
Chromosome: PYGN01021935.1, Total Length: 1205
Chromosome: PYGN01000413.1, Total Length: 920519
Chromosome: PYGN01007602.1, Total Length: 12737
Chromosome: PYGN01007254.1, Total Length: 10807
Chromosome: PYGN01010944.1, Total Length: 4993
Chromosome: PYGN01013910.1, Total Length: 3690
Chromosome: PYGN01010871.1, Total Length: 5404
Chromosome: PYGN01005385.1, Total Length: 39409
Chromosome: PYGN01002603.1, Total Length: 70960
Chromosome: PYGN01002765.1, Total Length: 55371
Chromosome: PYGN01023035.1, Total Length: 1248
Chromosome: PYGN01020449.1, Total Length: 5512
Chromosome: PYGN01002487.1, Total Length: 103376
Chromosome: PYGN01011330.1, Total Length: 4875
Chromosome: PYGN01023101.1, Total Length: 1616
Chromosome: PYGN01016673.1, Total Length: 2475
Chromosome: PYGN01015908.1, Total Length: 4195
Chromosome: PYGN01011929.1, Total Length: 6100
Chromosome: PYGN01011224.1, Total Length: 6765
Chromosome: PYGN01009579.1, Total Length: 7470
Chromosome: PYGN01013758.1, Total Length: 3759
Chromosome: PYGN01003654.1, Total Length: 19434
Chromosome: PYGN01014387.1, Total Length: 2766
Chromosome: PYGN01019787.1, Total Length: 952
Chromosome: PYGN01004372.1, Total Length: 21361
Chromosome: PYGN01011446.1, Total Length: 6127
Chromosome: PYGN01021783.1, Total Length: 1330
Chromosome: PYGN01010188.1, Total Length: 7586
Chromosome: PYGN01012256.1, Total Length: 7542
Chromosome: PYGN01008433.1, Total Length: 5371
Chromosome: PYGN01001711.1, Total Length: 105900
Chromosome: PYGN01004848.1, Total Length: 17954
Chromosome: PYGN01020820.1, Total Length: 1143
Chromosome: PYGN01011406.1, Total Length: 5829
Chromosome: PYGN01013977.1, Total Length: 5110
Chromosome: PYGN01016527.1, Total Length: 3719
Chromosome: PYGN01014590.1, Total Length: 3707
Chromosome: PYGN01011976.1, Total Length: 3049
Chromosome: PYGN01015434.1, Total Length: 4721
Chromosome: PYGN01007819.1, Total Length: 12659
Chromosome: PYGN01022757.1, Total Length: 9379
Chromosome: PYGN01016141.1, Total Length: 3048
Chromosome: PYGN01011731.1, Total Length: 7426
Chromosome: PYGN01003484.1, Total Length: 23676
Chromosome: PYGN01014711.1, Total Length: 3311
Chromosome: PYGN01014026.1, Total Length: 3483
Chromosome: PYGN01019706.1, Total Length: 1138
Chromosome: PYGN01024552.1, Total Length: 7279
Chromosome: PYGN01008070.1, Total Length: 8192
Chromosome: PYGN01008507.1, Total Length: 4484
Chromosome: PYGN01022377.1, Total Length: 1378
Chromosome: PYGN01002453.1, Total Length: 341153
Chromosome: PYGN01013147.1, Total Length: 4617
Chromosome: PYGN01017580.1, Total Length: 1848
Chromosome: PYGN01005429.1, Total Length: 12605
Chromosome: PYGN01013203.1, Total Length: 3901
Chromosome: PYGN01023784.1, Total Length: 5754
Chromosome: PYGN01006073.1, Total Length: 9552
Chromosome: PYGN01005441.1, Total Length: 8915
Chromosome: PYGN01002237.1, Total Length: 20489
Chromosome: PYGN01001588.1, Total Length: 207596
Chromosome: PYGN01003440.1, Total Length: 16940
Chromosome: PYGN01009919.1, Total Length: 4276
Chromosome: PYGN01015510.1, Total Length: 9158
Chromosome: PYGN01003366.1, Total Length: 27566
Chromosome: PYGN01010509.1, Total Length: 2228
Chromosome: PYGN01014689.1, Total Length: 8901
Chromosome: PYGN01005388.1, Total Length: 18538
Chromosome: PYGN01019309.1, Total Length: 1028
Chromosome: PYGN01024264.1, Total Length: 1053
Chromosome: PYGN01019057.1, Total Length: 1449
Chromosome: PYGN01010091.1, Total Length: 7695
Chromosome: PYGN01003109.1, Total Length: 28451
Chromosome: PYGN01008573.1, Total Length: 17503
Chromosome: PYGN01015028.1, Total Length: 4776
Chromosome: PYGN01013641.1, Total Length: 4139
Chromosome: PYGN01019666.1, Total Length: 1237
Chromosome: PYGN01019748.1, Total Length: 6157
Chromosome: PYGN01011100.1, Total Length: 3674
Chromosome: PYGN01007760.1, Total Length: 3008
Chromosome: PYGN01007615.1, Total Length: 4057
Chromosome: PYGN01010037.1, Total Length: 10102
Chromosome: PYGN01010273.1, Total Length: 3345
Chromosome: PYGN01019912.1, Total Length: 1055
Chromosome: PYGN01013584.1, Total Length: 3398
Chromosome: PYGN01004176.1, Total Length: 18259
Chromosome: PYGN01014449.1, Total Length: 3692
Chromosome: PYGN01024611.1, Total Length: 1559
Chromosome: PYGN01021952.1, Total Length: 14459
Chromosome: PYGN01013795.1, Total Length: 1303
Chromosome: PYGN01016612.1, Total Length: 3568
Chromosome: PYGN01007008.1, Total Length: 7115
Chromosome: PYGN01001516.1, Total Length: 139054
Chromosome: PYGN01003687.1, Total Length: 13686
Chromosome: PYGN01019332.1, Total Length: 1940
Chromosome: PYGN01019607.1, Total Length: 4305
Chromosome: PYGN01017123.1, Total Length: 3382
Chromosome: PYGN01013852.1, Total Length: 3328
Chromosome: PYGN01013953.1, Total Length: 2421
Chromosome: PYGN01008597.1, Total Length: 14218
Chromosome: PYGN01022077.1, Total Length: 1427
Chromosome: PYGN01022751.1, Total Length: 1347
Chromosome: PYGN01008241.1, Total Length: 16664
Chromosome: PYGN01021622.1, Total Length: 1513
Chromosome: PYGN01000940.1, Total Length: 290880
Chromosome: PYGN01014453.1, Total Length: 4141
Chromosome: PYGN01008010.1, Total Length: 9894
Chromosome: PYGN01021672.1, Total Length: 1086
Chromosome: PYGN01005731.1, Total Length: 12971
Chromosome: PYGN01011944.1, Total Length: 7853
Chromosome: PYGN01002925.1, Total Length: 71153
Chromosome: PYGN01005964.1, Total Length: 12967
Chromosome: PYGN01020001.1, Total Length: 1458
Chromosome: PYGN01006244.1, Total Length: 6684
Chromosome: PYGN01018347.1, Total Length: 1487
Chromosome: PYGN01002454.1, Total Length: 84613
Chromosome: PYGN01018247.1, Total Length: 1504
Chromosome: PYGN01001603.1, Total Length: 272993
Chromosome: PYGN01005227.1, Total Length: 21110
Chromosome: PYGN01019600.1, Total Length: 5642
Chromosome: PYGN01006985.1, Total Length: 9823
Chromosome: PYGN01017686.1, Total Length: 4442
Chromosome: PYGN01003336.1, Total Length: 24934
Chromosome: PYGN01024414.1, Total Length: 1214
Chromosome: PYGN01021775.1, Total Length: 7361
Chromosome: PYGN01015227.1, Total Length: 4379
Chromosome: PYGN01014679.1, Total Length: 6878
Chromosome: PYGN01017667.1, Total Length: 4678
Chromosome: PYGN01021238.1, Total Length: 1365
Chromosome: PYGN01003622.1, Total Length: 28043
Chromosome: PYGN01005190.1, Total Length: 12548
Chromosome: PYGN01023381.1, Total Length: 1917
Chromosome: PYGN01010920.1, Total Length: 9796
Chromosome: PYGN01006390.1, Total Length: 6038
Chromosome: PYGN01016461.1, Total Length: 2388
Chromosome: PYGN01001382.1, Total Length: 481880
Chromosome: PYGN01017358.1, Total Length: 2812
Chromosome: PYGN01021987.1, Total Length: 1430
Chromosome: PYGN01019493.1, Total Length: 1169
Chromosome: PYGN01020445.1, Total Length: 1259
Chromosome: PYGN01007434.1, Total Length: 4944
Chromosome: PYGN01010429.1, Total Length: 5360
Chromosome: PYGN01020498.1, Total Length: 1322
Chromosome: PYGN01008744.1, Total Length: 10423
Chromosome: PYGN01014086.1, Total Length: 4016
Chromosome: PYGN01019018.1, Total Length: 1532
Chromosome: PYGN01014262.1, Total Length: 2513
Chromosome: PYGN01001486.1, Total Length: 282553
Chromosome: PYGN01016068.1, Total Length: 3650
Chromosome: PYGN01021282.1, Total Length: 1196
Chromosome: PYGN01018097.1, Total Length: 984
Chromosome: PYGN01021854.1, Total Length: 1155
Chromosome: PYGN01017972.1, Total Length: 1476
Chromosome: PYGN01007197.1, Total Length: 10183
Chromosome: PYGN01010744.1, Total Length: 2740
Chromosome: PYGN01016947.1, Total Length: 3464
Chromosome: PYGN01017696.1, Total Length: 3856
Chromosome: PYGN01014280.1, Total Length: 5193
Chromosome: PYGN01009748.1, Total Length: 5067
Chromosome: PYGN01014708.1, Total Length: 3520
Chromosome: PYGN01023348.1, Total Length: 1729
Chromosome: PYGN01001375.1, Total Length: 322006
Chromosome: PYGN01023827.1, Total Length: 1284
Chromosome: PYGN01021295.1, Total Length: 1685
Chromosome: PYGN01010182.1, Total Length: 11153
Chromosome: PYGN01010678.1, Total Length: 4162
Chromosome: PYGN01008572.1, Total Length: 9080
Chromosome: PYGN01010722.1, Total Length: 4881
Chromosome: PYGN01008232.1, Total Length: 6057
Chromosome: PYGN01018370.1, Total Length: 1806
Chromosome: PYGN01001031.1, Total Length: 367721
Chromosome: PYGN01022121.1, Total Length: 1226
Chromosome: PYGN01006788.1, Total Length: 3584
Chromosome: PYGN01008458.1, Total Length: 5591
Chromosome: PYGN01005323.1, Total Length: 7816
Chromosome: PYGN01014113.1, Total Length: 2939
Chromosome: PYGN01000277.1, Total Length: 961608
Chromosome: PYGN01018233.1, Total Length: 3571
Chromosome: PYGN01017589.1, Total Length: 10675
Chromosome: PYGN01022097.1, Total Length: 1220
Chromosome: PYGN01024476.1, Total Length: 1245
Chromosome: PYGN01009953.1, Total Length: 6709
Chromosome: PYGN01003471.1, Total Length: 30481
Chromosome: PYGN01020532.1, Total Length: 2154
Chromosome: PYGN01000062.1, Total Length: 2088845
Chromosome: PYGN01023679.1, Total Length: 1168
Chromosome: PYGN01020790.1, Total Length: 4031
Chromosome: PYGN01013314.1, Total Length: 2745
Chromosome: PYGN01001196.1, Total Length: 503092
Chromosome: PYGN01003018.1, Total Length: 34901
Chromosome: PYGN01006171.1, Total Length: 7294
Chromosome: PYGN01018555.1, Total Length: 1269
Chromosome: PYGN01001238.1, Total Length: 206020
Chromosome: PYGN01013525.1, Total Length: 4859
Chromosome: PYGN01024385.1, Total Length: 1412
Chromosome: PYGN01015425.1, Total Length: 5973
Chromosome: PYGN01015223.1, Total Length: 3564
Chromosome: PYGN01020710.1, Total Length: 1445
Chromosome: PYGN01006307.1, Total Length: 13514
Chromosome: PYGN01001789.1, Total Length: 171283
Chromosome: PYGN01006479.1, Total Length: 7463
Chromosome: PYGN01015916.1, Total Length: 6286
Chromosome: PYGN01019079.1, Total Length: 1228
Chromosome: PYGN01009507.1, Total Length: 6722
Chromosome: PYGN01017118.1, Total Length: 1679
Chromosome: PYGN01023596.1, Total Length: 1120
Chromosome: PYGN01014725.1, Total Length: 5187
Chromosome: PYGN01009770.1, Total Length: 3471
Chromosome: PYGN01012665.1, Total Length: 5786
Chromosome: PYGN01014923.1, Total Length: 4463
Chromosome: PYGN01017159.1, Total Length: 3224
Chromosome: PYGN01012340.1, Total Length: 7917
Chromosome: PYGN01016218.1, Total Length: 4013
Chromosome: PYGN01010577.1, Total Length: 12660
Chromosome: PYGN01014455.1, Total Length: 4539
Chromosome: PYGN01018051.1, Total Length: 1190
Chromosome: PYGN01009451.1, Total Length: 4899
Chromosome: PYGN01014439.1, Total Length: 2549
Chromosome: PYGN01024319.1, Total Length: 1080
Chromosome: PYGN01017484.1, Total Length: 3408
Chromosome: PYGN01024139.1, Total Length: 1972
Chromosome: PYGN01023223.1, Total Length: 2074
Chromosome: PYGN01002522.1, Total Length: 54294
Chromosome: PYGN01011374.1, Total Length: 6934
Chromosome: PYGN01004188.1, Total Length: 10374
Chromosome: PYGN01007572.1, Total Length: 28179
Chromosome: PYGN01020864.1, Total Length: 1171
Chromosome: PYGN01004438.1, Total Length: 20005
Chromosome: PYGN01020241.1, Total Length: 1054
Chromosome: PYGN01014786.1, Total Length: 3094
Chromosome: PYGN01005511.1, Total Length: 8489
Chromosome: PYGN01018518.1, Total Length: 1159
Chromosome: PYGN01000670.1, Total Length: 732436
Chromosome: PYGN01004076.1, Total Length: 22840
Chromosome: PYGN01023115.1, Total Length: 2360
Chromosome: PYGN01007029.1, Total Length: 14014
Chromosome: PYGN01001088.1, Total Length: 250042
Chromosome: PYGN01006903.1, Total Length: 12837
Chromosome: PYGN01023224.1, Total Length: 1671
Chromosome: PYGN01002175.1, Total Length: 227098
Chromosome: PYGN01013186.1, Total Length: 3557
Chromosome: PYGN01005009.1, Total Length: 11956
Chromosome: PYGN01008806.1, Total Length: 9222
Chromosome: PYGN01020551.1, Total Length: 1236
Chromosome: PYGN01021650.1, Total Length: 6886
Chromosome: PYGN01019602.1, Total Length: 1109
Chromosome: PYGN01000446.1, Total Length: 873933
Chromosome: PYGN01001040.1, Total Length: 388092
Chromosome: PYGN01001370.1, Total Length: 403138
Chromosome: PYGN01011136.1, Total Length: 7270
Chromosome: PYGN01002928.1, Total Length: 18627
Chromosome: PYGN01011549.1, Total Length: 4574
Chromosome: PYGN01000198.1, Total Length: 909593
Chromosome: PYGN01014334.1, Total Length: 7055
Chromosome: PYGN01004866.1, Total Length: 8024
Chromosome: PYGN01001393.1, Total Length: 238377
Chromosome: PYGN01022524.1, Total Length: 1316
Chromosome: PYGN01015910.1, Total Length: 5748
Chromosome: PYGN01016161.1, Total Length: 6445
Chromosome: PYGN01010118.1, Total Length: 5432
Chromosome: PYGN01014748.1, Total Length: 4103
Chromosome: PYGN01022952.1, Total Length: 2419
Chromosome: PYGN01016090.1, Total Length: 3411
Chromosome: PYGN01016069.1, Total Length: 2438
Chromosome: PYGN01001887.1, Total Length: 85801
Chromosome: PYGN01022131.1, Total Length: 10785
Chromosome: PYGN01017082.1, Total Length: 3986
Chromosome: PYGN01004834.1, Total Length: 15268
Chromosome: PYGN01000454.1, Total Length: 752939
Chromosome: PYGN01003990.1, Total Length: 18491
